Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Target
-0.42064532276535904,0.4040508568145384,-0.3427145165267695,0.26105527217988933,-0.16128571166600914,-0.23458713337514692,1.8861859012105302,0.29612027706457605,-1.4153707420504142,-0.8022772692216189,0.17457781283183896,0.00511345664246089,-217.97643915832535
-0.33516697322638483,-0.1149509314918426,-1.744532888606054,0.8967973320332352,-0.18354032201646558,-1.1286345143792071,-1.4822314236773086,-0.19334094967962276,-0.0709053625273688,-0.6902762332372047,1.1516655830474756,0.42232479744987467,-124.41547367574582
0.9761386900669211,1.1626480586861927,-1.5763089967712456,0.8995613767383077,0.36254309109296134,-1.0859631707417063,0.18033869066388744,1.0608000718059476,-0.7012495444040763,0.3947573891079933,-1.3432093905839007,-1.0182539014177285,-34.84034459817516
-0.36249900288206854,-0.7948936470016904,0.9475119085755672,0.09030979920643496,-0.61836502004413,0.9256767577138694,-2.072355181695998,-0.8814337052269955,0.03433338856883548,0.6746949778086199,0.1540318416835874,1.1644117405352703,127.34430077627796
-0.6327550298850391,0.7441857103150346,0.5964411375817527,-0.9478927172689863,-0.23596998721097162,0.7640297815728595,0.42154608353656126,1.897767016745977,-1.542801515209646,-0.6342858476894031,0.2668183962954019,-0.8343230454915821,-206.05918992769963
-0.08310557262869477,-1.4575514994649306,-1.5047203740310022,-0.03703679704841202,0.08243975293450329,-0.692420979873856,-0.30920907704986345,-0.6117690909052854,-1.4063174636718339,0.7600559636896026,-0.7521564055905832,-0.42930222451725997,-186.0574440459823
0.008857703668895378,-1.389780143192669,-1.4155240669137066,-0.9414031690020248,-0.27037139913579117,0.8055747028061735,1.352039365974326,0.4115657191642819,0.9758233372885634,0.9778722722111376,2.0994075205025093,1.1209670236143776,133.171846079445
-0.47935394265608433,2.8013729896349786,0.3886472460333105,0.41208346487146014,-1.0886348430590387,0.4330639467413191,-0.4871671830291446,-1.2084822042690762,-0.18643641582155404,-0.2686216239380641,-2.2176090801520147,-1.1130641011871776,-134.28756591692607
0.1884535964292827,-0.11298112310661049,-1.2704882455818216,-0.9723350038161881,-0.10798368601261019,2.3596142591001037,0.894458843105129,1.3250046549456387,2.2689916116594535,0.9632265338939392,0.3343747468732986,-1.9425705714374064,139.69854339356786
-1.1497074728974057,-0.270267604363889,-0.19360951103550808,1.1655948951441282,0.6419471294437011,-0.2209317249396126,0.2177182010871666,0.9625025919532985,0.19112423383639218,0.7445863984731299,-0.8246503402906875,-0.05883285413152221,110.95279578204585
1.2146667801329025,-0.9869427365015568,-0.14486675514609437,-1.722256933957519,0.016374241931293703,0.41135763115143903,-2.2557913310947475,0.4458388752292466,0.410383276786892,0.40582408667381425,0.43100969213007667,-0.7204550706750589,5.840932019718043
0.1579743122514517,-0.3756336657655356,-1.2719190011127228,-0.8235349706258495,1.0626572907875265,1.3252760904370375,1.3511140899867151,0.2678436378663333,0.827115428565768,0.2113965674706589,1.292745289518207,-0.5182526388612024,-3.740250134120264
